"Tjenesteområde";"2024"
"Aktivitetstilbud barn og unge";9
"Bibliotek";218
"Muséer";0
"Idrett og tilskudd til andres idrettsanlegg";523
"Kommunale idrettsbygg og idrettsanlegg";259
"Kulturskoler";301
"Kommunale kulturbygg";335
